date,country,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
2021-03-25,England,E92000001,5286,3778510,52,140904
2021-03-24,England,E92000001,4615,3773224,77,140852
2021-03-23,England,E92000001,4583,3768609,123,140775
2021-03-22,England,E92000001,4746,3764026,150,140652
2021-03-21,England,E92000001,4459,3759280,143,140502
2021-03-20,England,E92000001,4732,3754821,143,140359
2021-03-19,England,E92000001,3809,3750089,168,140216
2021-03-18,England,E92000001,5213,3746280,192,140048
2021-03-17,England,E92000001,4827,3741067,209,139856
2021-03-16,England,E92000001,4391,3736240,246,139647
2021-03-15,England,E92000001,4264,3731849,279,139401
2021-03-14,England,E92000001,3774,3727585,226,139122
2021-03-13,England,E92000001,4539,3723811,261,138896
2021-03-12,England,E92000001,5529,3719272,257,138635
2021-03-11,England,E92000001,5744,3713743,322,138378
2021-03-10,England,E92000001,4863,3707999,299,138056
2021-03-09,England,E92000001,4894,3703136,310,137757
2021-03-08,England,E92000001,3903,3698242,344,137447
2021-03-07,England,E92000001,4497,3694339,327,137103
2021-03-06,England,E92000001,5118,3689842,312,136776
2021-03-05,England,E92000001,5053,3684724,337,136464
2021-03-04,England,E92000001,5643,3679671,357,136127
2021-03-03,England,E92000001,5408,3674028,330,135770
2021-03-02,England,E92000001,5530,3668620,366,135440
2021-03-01,England,E92000001,4738,3663090,420,135074
2021-02-28,England,E92000001,5080,3658352,396,134654
2021-02-27,England,E92000001,6527,3653272,400,134258
2021-02-26,England,E92000001,7393,3646745,406,133858
2021-02-25,England,E92000001,8623,3639352,471,133452
2021-02-24,England,E92000001,8644,3630729,466,132981
2021-02-23,England,E92000001,7292,3622085,501,132515
2021-02-22,England,E92000001,9420,3614793,485,132014
2021-02-21,England,E92000001,8408,3605373,501,131529
2021-02-20,England,E92000001,8964,3596965,536,131028
2021-02-19,England,E92000001,10296,3588001,562,130492
2021-02-18,England,E92000001,10740,3577705,609,129930
2021-02-17,England,E92000001,10926,3566965,604,129321
2021-02-16,England,E92000001,9236,3556039,675,128717
2021-02-15,England,E92000001,8609,3546803,714,128042
2021-02-14,England,E92000001,9499,3538194,670,127328
2021-02-13,England,E92000001,11697,3528695,653,126658
2021-02-12,England,E92000001,13299,3516998,673,126005
2021-02-11,England,E92000001,12001,3503699,734,125332
2021-02-10,England,E92000001,11551,3491698,765,124598
2021-02-09,England,E92000001,10916,3480147,773,123833
2021-02-08,England,E92000001,12270,3469231,833,123060
2021-02-07,England,E92000001,14466,3456961,804,122227
2021-02-06,England,E92000001,16302,3442495,790,121423
2021-02-05,England,E92000001,17314,3426193,887,120633
2021-02-04,England,E92000001,18529,3408879,857,119746
2021-02-03,England,E92000001,17265,3390350,988,118889
2021-02-02,England,E92000001,15021,3373085,953,117901
2021-02-01,England,E92000001,16815,3358064,995,116948
2021-01-31,England,E92000001,19054,3341249,989,115953
2021-01-30,England,E92000001,21089,3322195,1006,114964
2021-01-29,England,E92000001,26709,3301106,1118,113958
2021-01-28,England,E92000001,26182,3274397,1211,112840
2021-01-27,England,E92000001,22914,3248215,1204,111629
2021-01-26,England,E92000001,17920,3225301,1144,110425
2021-01-25,England,E92000001,20149,3207381,1252,109281
2021-01-24,England,E92000001,27580,3187232,1191,108029
2021-01-23,England,E92000001,30496,3159652,1236,106838
2021-01-22,England,E92000001,37115,3129156,1284,105602
2021-01-21,England,E92000001,34371,3092041,1290,104318
2021-01-20,England,E92000001,35061,3057670,1351,103028
2021-01-19,England,E92000001,30371,3022609,1444,101677
2021-01-18,England,E92000001,34134,2992238,1338,100233
2021-01-17,England,E92000001,35263,2958104,1320,98895
2021-01-16,England,E92000001,37759,2922841,1322,97575
2021-01-15,England,E92000001,50741,2885082,1245,96253
2021-01-14,England,E92000001,44358,2834341,1219,95008
2021-01-13,England,E92000001,42898,2789983,1244,93789
2021-01-12,England,E92000001,41121,2747085,1238,92545
2021-01-11,England,E92000001,41835,2705964,1151,91307
2021-01-10,England,E92000001,50291,2664129,1127,90156
2021-01-09,England,E92000001,54257,2613838,1062,89029
2021-01-08,England,E92000001,61757,2559581,1031,87967
2021-01-07,England,E92000001,46841,2497824,1029,86936
2021-01-06,England,E92000001,56060,2450983,972,85907
2021-01-05,England,E92000001,54940,2394923,944,84935
2021-01-04,England,E92000001,53180,2339983,899,83991
2021-01-03,England,E92000001,46853,2286803,767,83092
2021-01-02,England,E92000001,49248,2239950,787,82325
2021-01-01,England,E92000001,50746,2190702,764,81538
2020-12-31,England,E92000001,49510,2139956,774,80774
2020-12-30,England,E92000001,43554,2090446,746,80000
2020-12-29,England,E92000001,47164,2046892,701,79254
2020-12-28,England,E92000001,36511,1999728,707,78553
2020-12-27,England,E92000001,25619,1963217,694,77846
2020-12-26,England,E92000001,31307,1937598,689,77152
2020-12-25,England,E92000001,31560,1906291,642,76463
2020-12-24,England,E92000001,35561,1874731,598,75821
2020-12-23,England,E92000001,34247,1839170,614,75223
2020-12-22,England,E92000001,32288,1804923,619,74609
2020-12-21,England,E92000001,28742,1772635,642,73990
2020-12-20,England,E92000001,32155,1743893,537,73348
2020-12-19,England,E92000001,22775,1711738,522,72811
2020-12-18,England,E92000001,24452,1688963,553,72289
2020-12-17,England,E92000001,22401,1664511,558,71736
2020-12-16,England,E92000001,23432,1642110,456,71178
2020-12-15,England,E92000001,16504,1618678,483,70722
2020-12-14,England,E92000001,17882,1602174,515,70239
2020-12-13,England,E92000001,17164,1584292,464,69724
2020-12-12,England,E92000001,17468,1567128,483,69260
2020-12-11,England,E92000001,17899,1549660,501,68777
2020-12-10,England,E92000001,17622,1531761,479,68276
2020-12-09,England,E92000001,12960,1514139,460,67797
2020-12-08,England,E92000001,10459,1501179,471,67337
2020-12-07,England,E92000001,11623,1490720,458,66866
2020-12-06,England,E92000001,14294,1479097,437,66408
2020-12-05,England,E92000001,12666,1464803,430,65971
2020-12-04,England,E92000001,13412,1452137,491,65541
2020-12-03,England,E92000001,11992,1438725,499,65050
2020-12-02,England,E92000001,13323,1426733,426,64551
2020-12-01,England,E92000001,11618,1413410,437,64125
2020-11-30,England,E92000001,10869,1401792,460,63688
2020-11-29,England,E92000001,10054,1390923,471,63228
2020-11-28,England,E92000001,13323,1380869,462,62757
2020-11-27,England,E92000001,13557,1367546,437,62295
2020-11-26,England,E92000001,14637,1355272,448,61858
2020-11-25,England,E92000001,15893,1340635,509,61410
2020-11-24,England,E92000001,9854,1324742,470,60901
2020-11-23,England,E92000001,13329,1314888,471,60431
2020-11-22,England,E92000001,16668,1301559,479,59960
2020-11-21,England,E92000001,17615,1284891,466,59481
2020-11-20,England,E92000001,17845,1267276,464,59015
2020-11-19,England,E92000001,20291,1249431,449,58551
2020-11-18,England,E92000001,17189,1229140,506,58102
2020-11-17,England,E92000001,17549,1211951,437,57596
2020-11-16,England,E92000001,19423,1194402,405,57159
2020-11-15,England,E92000001,21998,1174979,432,56754
2020-11-14,England,E92000001,24298,1152981,424,56322
2020-11-13,England,E92000001,24540,1128683,403,55898
2020-11-12,England,E92000001,30843,1104143,408,55495
2020-11-11,England,E92000001,19970,1073300,370,55087
2020-11-10,England,E92000001,18622,1053330,366,54717
2020-11-09,England,E92000001,19036,1034708,474,54351
2020-11-08,England,E92000001,18293,1015672,393,53877
2020-11-07,England,E92000001,21875,997379,393,53484
2020-11-06,England,E92000001,20268,975504,375,53091
2020-11-05,England,E92000001,21137,955236,368,52716
2020-11-04,England,E92000001,21863,934099,319,52348
2020-11-03,England,E92000001,17330,912236,341,52029
2020-11-02,England,E92000001,15860,894906,322,51688
2020-11-01,England,E92000001,20602,879046,323,51366
2020-10-31,England,E92000001,18864,858444,324,51043
2020-10-30,England,E92000001,20821,839580,330,50719
2020-10-29,England,E92000001,19740,818759,292,50389
2020-10-28,England,E92000001,21245,799019,273,50097
2020-10-27,England,E92000001,19629,777774,262,49824
2020-10-26,England,E92000001,17883,758145,259,49562
2020-10-25,England,E92000001,16487,740262,241,49303
2020-10-24,England,E92000001,19332,723775,224,49062
2020-10-23,England,E92000001,17116,704443,242,48838
2020-10-22,England,E92000001,17354,687327,235,48596
2020-10-21,England,E92000001,22948,669973,247,48361
2020-10-20,England,E92000001,17814,647025,225,48114
2020-10-19,England,E92000001,16365,629211,197,47889
2020-10-18,England,E92000001,14704,612846,150,47692
2020-10-17,England,E92000001,13299,598142,201,47542
2020-10-16,England,E92000001,12176,584843,163,47341
2020-10-15,England,E92000001,16139,572667,160,47178
2020-10-14,England,E92000001,16132,556528,139,47018
2020-10-13,England,E92000001,14310,540396,134,46879
2020-10-12,England,E92000001,11647,526086,131,46745
2020-10-11,England,E92000001,10383,514439,143,46614
2020-10-10,England,E92000001,12628,504056,122,46471
2020-10-09,England,E92000001,10772,491428,110,46349
2020-10-08,England,E92000001,14952,480656,112,46239
2020-10-07,England,E92000001,11528,465704,118,46127
2020-10-06,England,E92000001,12648,454176,105,46009
2020-10-05,England,E92000001,10685,441528,104,45904
2020-10-04,England,E92000001,21309,430843,87,45800
2020-10-03,England,E92000001,10806,409534,104,45713
2020-10-02,England,E92000001,4797,398728,105,45609
2020-10-01,England,E92000001,5589,393931,107,45504
2020-09-30,England,E92000001,5656,388342,95,45397
2020-09-29,England,E92000001,5651,382686,74,45302
2020-09-28,England,E92000001,3316,377035,97,45228
2020-09-27,England,E92000001,4800,373719,94,45131
2020-09-26,England,E92000001,4639,368919,70,45037
2020-09-25,England,E92000001,5723,364280,70,44967
2020-09-24,England,E92000001,5632,358557,73,44897
2020-09-23,England,E92000001,5083,352925,92,44824
2020-09-22,England,E92000001,4187,347842,79,44732
2020-09-21,England,E92000001,3754,343655,68,44653
2020-09-20,England,E92000001,3279,339901,71,44585
2020-09-19,England,E92000001,3638,336622,59,44514
2020-09-18,England,E92000001,3771,332984,66,44455
2020-09-17,England,E92000001,2788,329213,63,44389
2020-09-16,England,E92000001,3396,326425,62,44326
2020-09-15,England,E92000001,2649,323029,70,44264
2020-09-14,England,E92000001,2259,320380,59,44194
2020-09-13,England,E92000001,2837,318121,55,44135
2020-09-12,England,E92000001,3008,315284,57,44080
2020-09-11,England,E92000001,3143,312276,40,44023
2020-09-10,England,E92000001,2578,309133,41,43983
2020-09-09,England,E92000001,2286,306555,51,43942
2020-09-08,England,E92000001,2094,304269,57,43891
2020-09-07,England,E92000001,2528,302175,51,43834
2020-09-06,England,E92000001,2576,299647,52,43783
2020-09-05,England,E92000001,1477,297071,70,43731
2020-09-04,England,E92000001,1669,295594,58,43661
2020-09-03,England,E92000001,1507,293925,51,43603
2020-09-02,England,E92000001,1239,292418,44,43552
2020-09-01,England,E92000001,1041,291179,55,43508
2020-08-31,England,E92000001,1149,290138,62,43453
2020-08-30,England,E92000001,1487,288989,35,43391
2020-08-29,England,E92000001,891,287502,43,43356
2020-08-28,England,E92000001,1106,286611,48,43313
2020-08-27,England,E92000001,1350,285505,45,43265
2020-08-26,England,E92000001,875,284155,56,43220
2020-08-25,England,E92000001,1065,283280,58,43164
2020-08-24,England,E92000001,758,282215,42,43106
2020-08-23,England,E92000001,938,281457,52,43064
2020-08-22,England,E92000001,1060,280519,43,43012
2020-08-21,England,E92000001,908,279459,39,42969
2020-08-20,England,E92000001,1035,278551,56,42930
2020-08-19,England,E92000001,707,277516,52,42874
2020-08-18,England,E92000001,975,276809,46,42822
2020-08-17,England,E92000001,634,275834,53,42776
2020-08-16,England,E92000001,952,275200,47,42723
2020-08-15,England,E92000001,934,274248,75,42676
2020-08-14,England,E92000001,1284,273314,52,42601
2020-08-13,England,E92000001,1059,272030,65,42549
2020-08-12,England,E92000001,925,270971,70,42484
2020-08-11,England,E92000001,1035,270046,74,42414
2020-08-10,England,E92000001,699,269011,62,42340
2020-08-09,England,E92000001,988,268312,60,42278
2020-08-08,England,E92000001,679,267324,60,42218
2020-08-07,England,E92000001,796,266645,60,42158
2020-08-06,England,E92000001,826,265849,56,42098
2020-08-05,England,E92000001,804,265023,40,42042
2020-08-04,England,E92000001,617,264219,48,42002
2020-08-03,England,E92000001,856,263602,50,41954
2020-08-02,England,E92000001,676,262746,53,41904
2020-08-01,England,E92000001,722,262070,50,41851
2020-07-31,England,E92000001,814,261348,69,41801
2020-07-30,England,E92000001,812,260534,45,41732
2020-07-29,England,E92000001,700,259722,58,41687
2020-07-28,England,E92000001,547,259022,50,41629
2020-07-27,England,E92000001,616,258475,51,41579
2020-07-26,England,E92000001,721,257859,75,41528
2020-07-25,England,E92000001,710,257138,56,41453
2020-07-24,England,E92000001,688,256428,43,41397
2020-07-23,England,E92000001,702,255740,58,41354
2020-07-22,England,E92000001,519,255038,81,41296
2020-07-21,England,E92000001,399,254519,62,41215
2020-07-20,England,E92000001,535,254120,67,41153
2020-07-19,England,E92000001,672,253585,63,41086
2020-07-18,England,E92000001,796,252913,61,41023
2020-07-17,England,E92000001,635,252117,73,40962
2020-07-16,England,E92000001,597,251482,53,40889
2020-07-15,England,E92000001,506,250885,73,40836
2020-07-14,England,E92000001,372,250379,81,40763
2020-07-13,England,E92000001,497,250007,77,40682
2020-07-12,England,E92000001,615,249510,58,40605
2020-07-11,England,E92000001,806,248895,78,40547
2020-07-10,England,E92000001,480,248089,64,40469
2020-07-09,England,E92000001,617,247609,97,40405
2020-07-08,England,E92000001,606,246992,82,40308
2020-07-07,England,E92000001,572,246386,64,40226
2020-07-06,England,E92000001,331,245814,77,40162
2020-07-05,England,E92000001,492,245483,73,40085
2020-07-04,England,E92000001,579,244991,84,40012
2020-07-03,England,E92000001,502,244412,82,39928
2020-07-02,England,E92000001,523,243910,86,39846
2020-07-01,England,E92000001,177,160764,79,39760
2020-06-30,England,E92000001,196,160587,94,39681
2020-06-29,England,E92000001,99,160391,83,39587
2020-06-28,England,E92000001,142,160292,97,39504
2020-06-27,England,E92000001,192,160150,92,39407
2020-06-26,England,E92000001,175,159958,115,39315
2020-06-25,England,E92000001,261,159696,135,39200
2020-06-24,England,E92000001,107,159435,124,39065
2020-06-23,England,E92000001,210,159328,132,38941
2020-06-22,England,E92000001,178,159118,106,38809
2020-06-21,England,E92000001,215,158940,100,38703
2020-06-20,England,E92000001,324,158725,97,38603
2020-06-19,England,E92000001,323,158401,99,38506
2020-06-18,England,E92000001,281,158078,115,38407
2020-06-17,England,E92000001,252,157797,111,38292
2020-06-16,England,E92000001,252,157545,122,38181
2020-06-15,England,E92000001,219,157293,127,38059
2020-06-14,England,E92000001,292,157074,144,37932
2020-06-13,England,E92000001,372,156782,106,37788
2020-06-12,England,E92000001,392,156410,140,37682
2020-06-11,England,E92000001,304,156018,130,37542
2020-06-10,England,E92000001,63,155714,158,37412
2020-06-09,England,E92000001,651,155651,165,37254
2020-06-08,England,E92000001,92,155000,162,37089
2020-06-07,England,E92000001,228,154908,164,36927
2020-06-06,England,E92000001,422,154680,157,36763
2020-06-05,England,E92000001,451,154258,174,36606
2020-06-04,England,E92000001,431,153807,177,36432
2020-06-03,England,E92000001,462,153376,183,36255
2020-06-02,England,E92000001,444,152914,219,36072
2020-06-01,England,E92000001,294,152470,196,35853
2020-05-31,England,E92000001,320,152176,179,35657
2020-05-30,England,E92000001,715,151856,196,35478
2020-05-29,England,E92000001,560,151982,221,35282
2020-05-28,England,E92000001,519,151422,234,35061
2020-05-27,England,E92000001,609,150903,223,34827
2020-05-26,England,E92000001,492,150294,257,34604
2020-05-25,England,E92000001,494,149802,235,34347
2020-05-24,England,E92000001,584,149308,206,34112
2020-05-23,England,E92000001,979,148724,254,33906
2020-05-22,England,E92000001,1083,147745,247,33652
2020-05-21,England,E92000001,854,146662,257,33405
2020-05-20,England,E92000001,824,145808,291,33148
2020-05-19,England,E92000001,857,145376,272,32857
2020-05-18,England,E92000001,816,144519,315,32585
2020-05-17,England,E92000001,788,143703,278,32270
2020-05-16,England,E92000001,1136,142915,317,31992
2020-05-15,England,E92000001,1112,141779,317,31675
2020-05-14,England,E92000001,1189,140667,333,31358
2020-05-13,England,E92000001,1146,139478,312,31025
2020-05-12,England,E92000001,1067,138332,323,30713
2020-05-11,England,E92000001,891,137265,315,30390
2020-05-10,England,E92000001,1007,136374,352,30075
2020-05-09,England,E92000001,1349,135367,375,29723
2020-05-08,England,E92000001,1694,134018,378,29348
2020-05-07,England,E92000001,2133,132324,444,28970
2020-05-06,England,E92000001,1611,130191,436,28526
2020-05-05,England,E92000001,1842,128580,435,28090
2020-05-04,England,E92000001,1485,126738,450,27655
2020-05-03,England,E92000001,2019,125253,423,27205
2020-05-02,England,E92000001,2228,123234,458,26782
2020-05-01,England,E92000001,2501,121006,509,26324
2020-04-30,England,E92000001,2484,118343,510,25815
2020-04-29,England,E92000001,1403,115859,521,25305
2020-04-28,England,E92000001,1989,114456,531,24784
2020-04-27,England,E92000001,2264,112467,525,24253
2020-04-26,England,E92000001,2152,110203,578,23728
2020-04-25,England,E92000001,2826,108051,574,23150
2020-04-24,England,E92000001,3004,105225,627,22576
2020-04-23,England,E92000001,3084,102221,610,21949
2020-04-22,England,E92000001,3020,99137,653,21339
2020-04-21,England,E92000001,3087,96117,655,20686
2020-04-20,England,E92000001,2401,93030,696,20031
2020-04-19,England,E92000001,3607,90629,691,19335
2020-04-18,England,E92000001,3548,87022,717,18644
2020-04-17,England,E92000001,3985,83474,747,17927
2020-04-16,England,E92000001,3118,79489,756,17180
2020-04-15,England,E92000001,3188,76371,785,16424
2020-04-14,England,E92000001,3854,73183,774,15639
2020-04-13,England,E92000001,2999,69329,804,14865
2020-04-12,England,E92000001,3672,66330,859,14061
2020-04-11,England,E92000001,3841,62658,863,13202
2020-04-10,England,E92000001,4263,58817,851,12339
2020-04-09,England,E92000001,3798,54554,875,11488
2020-04-08,England,E92000001,4788,50756,974,10613
2020-04-07,England,E92000001,2978,45968,915,9639
2020-04-06,England,E92000001,3176,42990,805,8724
2020-04-05,England,E92000001,5107,39814,830,7919
2020-04-04,England,E92000001,2910,34707,838,7089
2020-04-03,England,E92000001,3576,31797,743,6251
2020-04-02,England,E92000001,3583,28221,732,5508
2020-04-01,England,E92000001,3630,24638,699,4776
2020-03-31,England,E92000001,2414,21008,602,4077
2020-03-30,England,E92000001,2107,18594,541,3475
2020-03-29,England,E92000001,2060,16487,466,2934
2020-03-28,England,E92000001,2139,14427,384,2468
2020-03-27,England,E92000001,2506,12288,374,2084
2020-03-26,England,E92000001,1809,9782,336,1710
2020-03-25,England,E92000001,1130,7973,278,1374
2020-03-24,England,E92000001,1258,6843,219,1096
2020-03-23,England,E92000001,793,5585,173,877
2020-03-22,England,E92000001,535,4792,154,704
2020-03-21,England,E92000001,873,4257,117,550
2020-03-20,England,E92000001,628,3384,102,433
2021-03-25,Northern Ireland,N92000002,183,116515,0,0
2021-03-24,Northern Ireland,N92000002,139,116332,0,0
2021-03-23,Northern Ireland,N92000002,174,116193,0,0
2021-03-22,Northern Ireland,N92000002,87,116019,0,0
2021-03-21,Northern Ireland,N92000002,125,115932,0,0
2021-03-20,Northern Ireland,N92000002,159,115807,0,0
2021-03-19,Northern Ireland,N92000002,137,115648,0,0
2021-03-18,Northern Ireland,N92000002,169,115511,0,0
2021-03-17,Northern Ireland,N92000002,161,115342,0,0
2021-03-16,Northern Ireland,N92000002,164,115181,0,0
2021-03-15,Northern Ireland,N92000002,121,115017,0,0
2021-03-14,Northern Ireland,N92000002,143,114896,0,0
2021-03-13,Northern Ireland,N92000002,146,114753,0,0
2021-03-12,Northern Ireland,N92000002,208,114607,0,0
2021-03-11,Northern Ireland,N92000002,223,114399,0,0
2021-03-10,Northern Ireland,N92000002,147,114176,0,0
2021-03-09,Northern Ireland,N92000002,240,114029,0,0
2021-03-08,Northern Ireland,N92000002,144,113789,0,0
2021-03-07,Northern Ireland,N92000002,138,113645,0,0
2021-03-06,Northern Ireland,N92000002,172,113507,0,0
2021-03-05,Northern Ireland,N92000002,166,113335,0,0
2021-03-04,Northern Ireland,N92000002,163,113169,0,0
2021-03-03,Northern Ireland,N92000002,226,113006,0,0
2021-03-02,Northern Ireland,N92000002,149,112780,0,0
2021-03-01,Northern Ireland,N92000002,138,112631,0,0
2021-02-28,Northern Ireland,N92000002,136,112493,0,0
2021-02-27,Northern Ireland,N92000002,184,112357,0,0
2021-02-26,Northern Ireland,N92000002,241,112173,0,0
2021-02-25,Northern Ireland,N92000002,281,111932,0,0
2021-02-24,Northern Ireland,N92000002,260,111651,0,0
2021-02-23,Northern Ireland,N92000002,225,111391,0,0
2021-02-22,Northern Ireland,N92000002,187,111166,0,0
2021-02-21,Northern Ireland,N92000002,263,110979,0,0
2021-02-20,Northern Ireland,N92000002,276,110716,0,0
2021-02-19,Northern Ireland,N92000002,313,110440,0,0
2021-02-18,Northern Ireland,N92000002,342,110127,0,0
2021-02-17,Northern Ireland,N92000002,297,109785,0,0
2021-02-16,Northern Ireland,N92000002,341,109488,0,0
2021-02-15,Northern Ireland,N92000002,234,109147,0,0
2021-02-14,Northern Ireland,N92000002,176,108913,0,0
2021-02-13,Northern Ireland,N92000002,303,108737,0,0
2021-02-12,Northern Ireland,N92000002,407,108434,0,0
2021-02-11,Northern Ireland,N92000002,253,108027,0,0
2021-02-10,Northern Ireland,N92000002,336,107774,0,0
2021-02-09,Northern Ireland,N92000002,275,107438,0,0
2021-02-08,Northern Ireland,N92000002,296,107163,0,0
2021-02-07,Northern Ireland,N92000002,334,106867,0,0
2021-02-06,Northern Ireland,N92000002,390,106533,0,0
2021-02-05,Northern Ireland,N92000002,506,106143,0,0
2021-02-04,Northern Ireland,N92000002,412,105637,0,0
2021-02-03,Northern Ireland,N92000002,504,105225,0,0
2021-02-02,Northern Ireland,N92000002,447,104721,0,0
2021-02-01,Northern Ireland,N92000002,314,104274,0,0
2021-01-31,Northern Ireland,N92000002,426,103960,0,0
2021-01-30,Northern Ireland,N92000002,455,103534,0,0
2021-01-29,Northern Ireland,N92000002,669,103079,0,0
2021-01-28,Northern Ireland,N92000002,592,102410,0,0
2021-01-27,Northern Ireland,N92000002,527,101818,0,0
2021-01-26,Northern Ireland,N92000002,550,101291,0,0
2021-01-25,Northern Ireland,N92000002,422,100741,0,0
2021-01-24,Northern Ireland,N92000002,433,100319,0,0
2021-01-23,Northern Ireland,N92000002,670,99886,0,0
2021-01-22,Northern Ireland,N92000002,865,99216,0,0
2021-01-21,Northern Ireland,N92000002,732,98351,0,0
2021-01-20,Northern Ireland,N92000002,905,97619,0,0
2021-01-19,Northern Ireland,N92000002,713,96714,0,0
2021-01-18,Northern Ireland,N92000002,640,96001,0,0
2021-01-17,Northern Ireland,N92000002,822,95361,0,0
2021-01-16,Northern Ireland,N92000002,705,94539,0,0
2021-01-15,Northern Ireland,N92000002,1052,93834,0,0
2021-01-14,Northern Ireland,N92000002,973,92782,0,0
2021-01-13,Northern Ireland,N92000002,1145,91809,0,0
2021-01-12,Northern Ireland,N92000002,1205,90664,0,0
2021-01-11,Northern Ireland,N92000002,759,89459,0,0
2021-01-10,Northern Ireland,N92000002,1112,88700,0,0
2021-01-09,Northern Ireland,N92000002,1442,87588,0,0
2021-01-08,Northern Ireland,N92000002,1500,86146,0,0
2021-01-07,Northern Ireland,N92000002,1410,84646,0,0
2021-01-06,Northern Ireland,N92000002,1985,83236,0,0
2021-01-05,Northern Ireland,N92000002,1378,81251,0,0
2021-01-04,Northern Ireland,N92000002,1801,79873,0,0
2021-01-03,Northern Ireland,N92000002,1662,78072,0,0
2021-01-02,Northern Ireland,N92000002,3576,76410,0,0
2021-01-01,Northern Ireland,N92000002,0,72834,0,0
2020-12-31,Northern Ireland,N92000002,1929,72834,0,0
